id,title,abstract,categories,cat_text,prepared_text
1302.0953,A Boltzmann treatment for the vorton excess problem,"We derive and solve a Boltzmann equation governing the cosmological evolution of the number density of current carrying cosmic string loops, whose centrifugally supported equilibrium configurations are also referred to as vortons. The phase space is three-dimensional and consists of the time variable, the loop size, and a conserved quantum number. Our approach includes gravitational wave emission, a possibly finite lifetime for the vortons and works with any initial loop distribution and for any loop production function. We then show how our results generalize previous approaches on the vorton excess problem by tracking down the time evolution of the various sub-populations of current-carrying loops in a string network.",astro-ph.CO gr-qc hep-ph hep-th,"Cosmology and Nongalactic Astrophysics, General Relativity and Quantum Cosmology, High Energy Physics - Phenomenology, High Energy Physics - Theory","A Boltzmann treatment for the vorton excess problem 
 We derive and solve a Boltzmann equation governing the cosmological evolution of the number density of current carrying cosmic string loops, whose centrifugally supported equilibrium configurations are also referred to as vortons. The phase space is three-dimensional and consists of the time variable, the loop size, and a conserved quantum number. Our approach includes gravitational wave emission, a possibly finite lifetime for the vortons and works with any initial loop distribution and for any loop production function. We then show how our results generalize previous approaches on the vorton excess problem by tracking down the time evolution of the various sub-populations of current-carrying loops in a string network."
1902.09769,The perturbed FLRW metric on all scales: Newtonian limit and top-hat   collapse,"The applicability of a linearized perturbed FLRW metric to the late, lumpy universe has been subject to debate. We consider in an elementary way the Newtonian limit of the Einstein equations with this ansatz for the case of structure formation in late-time cosmology, on small and large scales, and argue that linearizing the Einstein tensor produces only a small error down to arbitrarily small, decoupled scales (e.g. Solar system scales). On subhorizon patches, the metric scale factor becomes a coordinate choice equivalent to choosing the spatial curvature, and not a sign that the FLRW metric cannot perturbatively accommodate very different local physical expansion rates of matter; we distinguish these concepts, and show that they merge on large scales for the Newtonian limit to be globally valid. Furthermore, on subhorizon scales, a perturbed FLRW metric ansatz does not already imply assumptions on isotropy, and effects beyond an FLRW background, including those potentially caused by non-linearities of general relativity (GR), may be encoded into non-trivial boundary conditions. The corresponding cosmologies have already been developed in a Newtonian setting by Heckmann and Sch\""ucking and none of these boundary conditions can explain the accelerated expansion of the universe. Our analysis of the field equations is confirmed on the level of solutions by an example of pedagogical value, comparing a collapsing top-hat overdensity (embedded into a cosmological background) treated in such perturbative manner to the corresponding exact solution of GR, where we find good agreement even in the regimes of strong density contrast.",gr-qc astro-ph.CO,"General Relativity and Quantum Cosmology, Cosmology and Nongalactic Astrophysics","The perturbed FLRW metric on all scales: Newtonian limit and top-hat   collapse 
 The applicability of a linearized perturbed FLRW metric to the late, lumpy universe has been subject to debate. We consider in an elementary way the Newtonian limit of the Einstein equations with this ansatz for the case of structure formation in late-time cosmology, on small and large scales, and argue that linearizing the Einstein tensor produces only a small error down to arbitrarily small, decoupled scales (e.g. Solar system scales). On subhorizon patches, the metric scale factor becomes a coordinate choice equivalent to choosing the spatial curvature, and not a sign that the FLRW metric cannot perturbatively accommodate very different local physical expansion rates of matter; we distinguish these concepts, and show that they merge on large scales for the Newtonian limit to be globally valid. Furthermore, on subhorizon scales, a perturbed FLRW metric ansatz does not already imply assumptions on isotropy, and effects beyond an FLRW background, including those potentially caused by non-linearities of general relativity (GR), may be encoded into non-trivial boundary conditions. The corresponding cosmologies have already been developed in a Newtonian setting by Heckmann and Sch\""ucking and none of these boundary conditions can explain the accelerated expansion of the universe. Our analysis of the field equations is confirmed on the level of solutions by an example of pedagogical value, comparing a collapsing top-hat overdensity (embedded into a cosmological background) treated in such perturbative manner to the corresponding exact solution of GR, where we find good agreement even in the regimes of strong density contrast."
1308.5973,A Simple Disk Wind Model for Broad Absorption Line Quasars,"Approximately 20% of quasi-stellar objects (QSOs) exhibit broad, blue-shifted absorption lines in their ultraviolet spectra. Such features provide clear evidence for significant outflows from these systems, most likely in the form of accretion disk winds. These winds may represent the ""quasar"" mode of feedback that is often invoked in galaxy formation/evolution models, and they are also key to unification scenarios for active galactic nuclei (AGN) and QSOs. To test these ideas, we construct a simple benchmark model of an equatorial, biconical accretion disk wind in a QSO and use a Monte Carlo ionization/radiative transfer code to calculate the ultraviolet spectra as a function of viewing angle. We find that for plausible outflow parameters, sightlines looking directly into the wind cone do produce broad, blue-shifted absorption features in the transitions typically seen in broad absorption line QSOs. However, our benchmark model is intrinsically X-ray weak in order to prevent overionization of the outflow, and the wind does not yet produce collisionally excited line emission at the level observed in non-BAL QSOs. As a first step towards addressing these shortcomings, we discuss the sensitivity of our results to changes in the assumed X-ray luminosity and mass-loss rate, Mdot(wind). In the context of our adopted geometry, Mdot(wind) ~ Mdot(acc) is required in order to produce significant BAL features. The kinetic luminosity and momentum carried by such outflows would be sufficient to provide significant feedback.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"A Simple Disk Wind Model for Broad Absorption Line Quasars 
 Approximately 20% of quasi-stellar objects (QSOs) exhibit broad, blue-shifted absorption lines in their ultraviolet spectra. Such features provide clear evidence for significant outflows from these systems, most likely in the form of accretion disk winds. These winds may represent the ""quasar"" mode of feedback that is often invoked in galaxy formation/evolution models, and they are also key to unification scenarios for active galactic nuclei (AGN) and QSOs. To test these ideas, we construct a simple benchmark model of an equatorial, biconical accretion disk wind in a QSO and use a Monte Carlo ionization/radiative transfer code to calculate the ultraviolet spectra as a function of viewing angle. We find that for plausible outflow parameters, sightlines looking directly into the wind cone do produce broad, blue-shifted absorption features in the transitions typically seen in broad absorption line QSOs. However, our benchmark model is intrinsically X-ray weak in order to prevent overionization of the outflow, and the wind does not yet produce collisionally excited line emission at the level observed in non-BAL QSOs. As a first step towards addressing these shortcomings, we discuss the sensitivity of our results to changes in the assumed X-ray luminosity and mass-loss rate, Mdot(wind). In the context of our adopted geometry, Mdot(wind) ~ Mdot(acc) is required in order to produce significant BAL features. The kinetic luminosity and momentum carried by such outflows would be sufficient to provide significant feedback."
1207.7074,The Effects of Disc Winds on the Spectrum and Black Hole Growth Rate of   Active Galactic Nuclei,"Several properties of the standard alpha-disc model for active galactic nuclei (AGN) are not entirely consistent with AGN observations. As well as such discrepencies, observations show evidence for the existence of high mass outflow winds originating from the vicinity of the active black hole (BH). Such winds may originate from various parts of the disc and could change the local accretion rate which should alter the emitted spectral energy distribution (SED) and affect the global disc luminosity and the BH growth rate. The new calculations presented here show the effects of several types of winds on the observed and inferred disc properties. Some wind profiles can have a profound effect on the observed SED and can perhaps explain the poorly understood deviations of AGN spectra from standard disc spectra. We show a factor ~2 possible error in estimating the disc luminosity and larger deviations in estimating L/Ledd. The BH growth rate computed without taking the effects of wind into account may be significantly over-estimated. We also suggest a practical way to use the observed SED in order to make first order corrections to BH growth rate and account for the effects of disc winds.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"The Effects of Disc Winds on the Spectrum and Black Hole Growth Rate of   Active Galactic Nuclei 
 Several properties of the standard alpha-disc model for active galactic nuclei (AGN) are not entirely consistent with AGN observations. As well as such discrepencies, observations show evidence for the existence of high mass outflow winds originating from the vicinity of the active black hole (BH). Such winds may originate from various parts of the disc and could change the local accretion rate which should alter the emitted spectral energy distribution (SED) and affect the global disc luminosity and the BH growth rate. The new calculations presented here show the effects of several types of winds on the observed and inferred disc properties. Some wind profiles can have a profound effect on the observed SED and can perhaps explain the poorly understood deviations of AGN spectra from standard disc spectra. We show a factor ~2 possible error in estimating the disc luminosity and larger deviations in estimating L/Ledd. The BH growth rate computed without taking the effects of wind into account may be significantly over-estimated. We also suggest a practical way to use the observed SED in order to make first order corrections to BH growth rate and account for the effects of disc winds."
1907.10985,Sunyaev-Zel'dovich detection of the galaxy cluster Cl J1449+0856 at z =   1.99: the pressure profile in uv space,"We present Atacama Large Millimetre Array and Atacama Compact Array observations of the Sunyaev-Zel'dovich effect in the z = 2 galaxy cluster Cl J1449+0856, an X-ray-detected progenitor of typical massive clusters in the present day Universe. While in a cleaned but otherwise untouched 92 GHz map of this cluster, little to no negative signal is visible, careful subtraction of known sub-millimetre emitters in the uv plane reveals a decrement at 5$\sigma$ significance. The total signal is -190$\pm$36 $\mu$Jy, with a peak offset by 5""-9"" ($\sim$50 kpc) from both the X-ray centroid and the still-forming brightest cluster galaxy. A comparison of the recovered uv-amplitude profile of the decrement with different pressure models allows us to derive total mass constraints consistent with the $\sim$6$\times$10$^{13}$ M$_{\odot}$ estimated from X-ray data. Moreover, we find no strong evidence for a deviation of the pressure profile with respect to local galaxy clusters, although a slight tension at small-to-intermediate spatial scales suggests a flattened central profile, opposite to what seen in a cool core and possibly an AGN-related effect. This analysis of the lowest mass single SZ detection so far illustrates the importance of interferometers when observing the SZ effect in high-redshift clusters, the cores of which cannot be considered quiescent, such that careful subtraction of galaxy emission is necessary.",astro-ph.CO astro-ph.GA,"Cosmology and Nongalactic Astrophysics, Astrophysics of Galaxies","Sunyaev-Zel'dovich detection of the galaxy cluster Cl J1449+0856 at z =   1.99: the pressure profile in uv space 
 We present Atacama Large Millimetre Array and Atacama Compact Array observations of the Sunyaev-Zel'dovich effect in the z = 2 galaxy cluster Cl J1449+0856, an X-ray-detected progenitor of typical massive clusters in the present day Universe. While in a cleaned but otherwise untouched 92 GHz map of this cluster, little to no negative signal is visible, careful subtraction of known sub-millimetre emitters in the uv plane reveals a decrement at 5$\sigma$ significance. The total signal is -190$\pm$36 $\mu$Jy, with a peak offset by 5""-9"" ($\sim$50 kpc) from both the X-ray centroid and the still-forming brightest cluster galaxy. A comparison of the recovered uv-amplitude profile of the decrement with different pressure models allows us to derive total mass constraints consistent with the $\sim$6$\times$10$^{13}$ M$_{\odot}$ estimated from X-ray data. Moreover, we find no strong evidence for a deviation of the pressure profile with respect to local galaxy clusters, although a slight tension at small-to-intermediate spatial scales suggests a flattened central profile, opposite to what seen in a cool core and possibly an AGN-related effect. This analysis of the lowest mass single SZ detection so far illustrates the importance of interferometers when observing the SZ effect in high-redshift clusters, the cores of which cannot be considered quiescent, such that careful subtraction of galaxy emission is necessary."
1506.00902,Constraining spatial extent and temperature of dust around galaxies from   far-infrared image stacking analysis,"We propose a novel method to constrain the spatial extent of dust around galaxies through the measurement of dust temperature. Our method combines the dust emission of galaxies from far-infrared (FIR) image stacking analysis and the quasar reddening due to the dust absorption around galaxies. As a specific application of our method, we use the stacked FIR emission profiles of SDSS photometric galaxies over the IRAS 100$\mu$m map, and the recent measurement of the SDSS galaxy-quasar cross-correlation. If we adopt a single-temperature dust model, the resulting temperature is around 18K, which is consistent with a typical dust temperature for a central part of galaxies. If we assume an additional dust component with much lower temperature, the current data imply the temperature of the galactic dust needs to be higher, 20K to 30K. Since the model of the density and temperature distribution of dust adopted in the current paper is very simple, we cannot draw any strong conclusion at this point. Nevertheless our novel method with the elaborated theoretical model and multi-band measurement of dust will offer an interesting constraint on the statistical nature of galactic dust.",astro-ph.GA astro-ph.CO,"Astrophysics of Galaxies, Cosmology and Nongalactic Astrophysics","Constraining spatial extent and temperature of dust around galaxies from   far-infrared image stacking analysis 
 We propose a novel method to constrain the spatial extent of dust around galaxies through the measurement of dust temperature. Our method combines the dust emission of galaxies from far-infrared (FIR) image stacking analysis and the quasar reddening due to the dust absorption around galaxies. As a specific application of our method, we use the stacked FIR emission profiles of SDSS photometric galaxies over the IRAS 100$\mu$m map, and the recent measurement of the SDSS galaxy-quasar cross-correlation. If we adopt a single-temperature dust model, the resulting temperature is around 18K, which is consistent with a typical dust temperature for a central part of galaxies. If we assume an additional dust component with much lower temperature, the current data imply the temperature of the galactic dust needs to be higher, 20K to 30K. Since the model of the density and temperature distribution of dust adopted in the current paper is very simple, we cannot draw any strong conclusion at this point. Nevertheless our novel method with the elaborated theoretical model and multi-band measurement of dust will offer an interesting constraint on the statistical nature of galactic dust."
1009.1311,On primordial trispectrum from exchanging scalar modes in general   multiple field inflationary models,"We make an complementary investigation of the primordial trispectrum from exchanging intermediate scalar modes in multi-field inflation models with generalized kinetic terms. Together with the calculation of irreducible contributions to the primordial trispectrum in Ref.[103], we give the full leading-order primordial trispectrum in generalized multi-field models.",hep-th astro-ph.CO,"High Energy Physics - Theory, Cosmology and Nongalactic Astrophysics","On primordial trispectrum from exchanging scalar modes in general   multiple field inflationary models 
 We make an complementary investigation of the primordial trispectrum from exchanging intermediate scalar modes in multi-field inflation models with generalized kinetic terms. Together with the calculation of irreducible contributions to the primordial trispectrum in Ref.[103], we give the full leading-order primordial trispectrum in generalized multi-field models."
1407.7465,Axion Models with High Scale Inflation,"We revisit the cosmological aspects of axion models. In the high-scale inflation scenario, the Peccei-Quinn (PQ) symmetry is likely to be restored during/after inflation. If the curvature of the PQ scalar potential at the origin is smaller than its vacuum expectation value; for instance in a class of SUSY axion models, thermal inflation happens before the radial component of the PQ scalar (saxion) relaxes into the global minimum of the potential and the decay of saxion coherent oscillation would produce too much axion dark radiation. In this paper, we study how to avoid the overproduction of axion dark radiation with some concrete examples. We show that, by taking account of the finite-temperature dissipation effect appropriately, the overproduction constraint can be relaxed since the PQ scalar can take part in the thermal plasma again even after the PQ phase transition. We also show that it can be further relaxed owing to the late time decay of another heavy CP-odd scalar, if it is present.",hep-ph astro-ph.CO,"High Energy Physics - Phenomenology, Cosmology and Nongalactic Astrophysics","Axion Models with High Scale Inflation 
 We revisit the cosmological aspects of axion models. In the high-scale inflation scenario, the Peccei-Quinn (PQ) symmetry is likely to be restored during/after inflation. If the curvature of the PQ scalar potential at the origin is smaller than its vacuum expectation value; for instance in a class of SUSY axion models, thermal inflation happens before the radial component of the PQ scalar (saxion) relaxes into the global minimum of the potential and the decay of saxion coherent oscillation would produce too much axion dark radiation. In this paper, we study how to avoid the overproduction of axion dark radiation with some concrete examples. We show that, by taking account of the finite-temperature dissipation effect appropriately, the overproduction constraint can be relaxed since the PQ scalar can take part in the thermal plasma again even after the PQ phase transition. We also show that it can be further relaxed owing to the late time decay of another heavy CP-odd scalar, if it is present."
1211.0684,Giant stellar arcs in the Large Magellanic Cloud: a possible link with   past activity of the Milky Way nucleus,"The origin of the giant stellar arcs in the LMC remains a controversial issue, discussed since 1966. No other stellar arc is so perfect a segment of a circle, moreover, there is another similar arc nearby. Many hypotheses were advanced to explain these arcs, and all but one of these were disproved. It was proposed in 2004 that origin of these arcs was due to the bow shock from the jet, which is intermittently fired by the Milky Way nucleus and during the last episode of its activity the jet was pointed to the LMC. Quite recently evidence for such a jet has really appeared. We suppose it was once energetic enough to trigger star formation in the LMC, and if the jet opening angle was about 2{\deg}, it could push out HI gas from the region of about 2 kpc in size, forming a cavity LMC4, but also squeezed two dense clouds, which occurred in the same area, causing the formation of stars along their surfaces facing the core of the MW. In result, spherical segments of the stellar shells might arise, visible now as the arcs of Quadrant and Sextant, the apices of which point to the center of the MW. This orientation of both arcs can be the key to unlocking their origin. Here we give data which confirm the above hypothesis, amongst which are radial velocities of stars inside and outside the larger one of the LMC arcs. The probability is low that a jet from an AGN points to a nearby galaxy and triggers star formation there, but a few other examples are now known or suspected.",astro-ph.CO astro-ph.GA,"Cosmology and Nongalactic Astrophysics, Astrophysics of Galaxies","Giant stellar arcs in the Large Magellanic Cloud: a possible link with   past activity of the Milky Way nucleus 
 The origin of the giant stellar arcs in the LMC remains a controversial issue, discussed since 1966. No other stellar arc is so perfect a segment of a circle, moreover, there is another similar arc nearby. Many hypotheses were advanced to explain these arcs, and all but one of these were disproved. It was proposed in 2004 that origin of these arcs was due to the bow shock from the jet, which is intermittently fired by the Milky Way nucleus and during the last episode of its activity the jet was pointed to the LMC. Quite recently evidence for such a jet has really appeared. We suppose it was once energetic enough to trigger star formation in the LMC, and if the jet opening angle was about 2{\deg}, it could push out HI gas from the region of about 2 kpc in size, forming a cavity LMC4, but also squeezed two dense clouds, which occurred in the same area, causing the formation of stars along their surfaces facing the core of the MW. In result, spherical segments of the stellar shells might arise, visible now as the arcs of Quadrant and Sextant, the apices of which point to the center of the MW. This orientation of both arcs can be the key to unlocking their origin. Here we give data which confirm the above hypothesis, amongst which are radial velocities of stars inside and outside the larger one of the LMC arcs. The probability is low that a jet from an AGN points to a nearby galaxy and triggers star formation there, but a few other examples are now known or suspected."
1102.0297,Open Issues on the Synthesis of Evolved Stellar Populations at   Ultraviolet Wavelengths,"In this paper we briefly review three topics that have motivated our (and others') investigations in recent years within the context of evolutionary population synthesis techniques. These are: The origin of the FUV up-turn in elliptical galaxies, the age-metallicity degeneracy, and the study of the mid-UV rest-frame spectra of distant red galaxies. We summarize some of our results and present a very preliminary application of a UV grid of theoretical spectra in the analysis of integrated properties of aged stellar populations. At the end, we concisely suggest how these topics can be tackled once the World Space Observatory enters into operation in the midst of this decade.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Open Issues on the Synthesis of Evolved Stellar Populations at   Ultraviolet Wavelengths 
 In this paper we briefly review three topics that have motivated our (and others') investigations in recent years within the context of evolutionary population synthesis techniques. These are: The origin of the FUV up-turn in elliptical galaxies, the age-metallicity degeneracy, and the study of the mid-UV rest-frame spectra of distant red galaxies. We summarize some of our results and present a very preliminary application of a UV grid of theoretical spectra in the analysis of integrated properties of aged stellar populations. At the end, we concisely suggest how these topics can be tackled once the World Space Observatory enters into operation in the midst of this decade."
1202.0539,Source Plane Reconstruction of The Bright Lensed Galaxy RCSGA   032727-132609,"We present new HST/WFC3 imaging data of RCSGA 032727-132609, a bright lensed galaxy at z=1.7 that is magnified and stretched by the lensing cluster RCS2 032727-132623. Using this new high-resolution imaging, we modify our previous lens model (which was based on ground-based data) to fully understand the lensing geometry, and use it to reconstruct the lensed galaxy in the source plane. This giant arc represents a unique opportunity to peer into 100-pc scale structures in a high-redshift galaxy. This new source reconstruction will be crucial for a future analysis of the spatially-resolved rest-UV and rest-optical spectra of the brightest parts of the arc.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"Source Plane Reconstruction of The Bright Lensed Galaxy RCSGA   032727-132609 
 We present new HST/WFC3 imaging data of RCSGA 032727-132609, a bright lensed galaxy at z=1.7 that is magnified and stretched by the lensing cluster RCS2 032727-132623. Using this new high-resolution imaging, we modify our previous lens model (which was based on ground-based data) to fully understand the lensing geometry, and use it to reconstruct the lensed galaxy in the source plane. This giant arc represents a unique opportunity to peer into 100-pc scale structures in a high-redshift galaxy. This new source reconstruction will be crucial for a future analysis of the spatially-resolved rest-UV and rest-optical spectra of the brightest parts of the arc."
1112.4752,The Cosmological Impact of Intrinsic Alignment Model Choice for Cosmic   Shear,"We consider the effect of galaxy intrinsic alignments (IAs) on dark energy constraints from weak gravitational lensing. We summarise the latest version of the linear alignment model of IAs, following the brief note of Hirata & Seljak (2010) and further interpretation in Laszlo et al. (2011). We show the cosmological bias on the dark energy equation of state parameters w0 and wa that would occur if IAs were ignored. We find that w0 and wa are both catastrophically biased, by an absolute value of just greater than unity under the Fisher matrix approximation. This contrasts with a bias several times larger for the earlier IA implementation. Therefore there is no doubt that IAs must be taken into account for future Stage III experiments and beyond. We use a flexible grid of IA and galaxy bias parameters as used in previous work, and investigate what would happen if the universe used the latest IA model, but we assumed the earlier version. We find that despite the large difference between the two IA models, the grid flexibility is sufficient to remove cosmological bias and recover the correct dark energy equation of state. In an appendix, we compare observed shear power spectra to those from a popular previous implementation and explain the differences.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"The Cosmological Impact of Intrinsic Alignment Model Choice for Cosmic   Shear 
 We consider the effect of galaxy intrinsic alignments (IAs) on dark energy constraints from weak gravitational lensing. We summarise the latest version of the linear alignment model of IAs, following the brief note of Hirata & Seljak (2010) and further interpretation in Laszlo et al. (2011). We show the cosmological bias on the dark energy equation of state parameters w0 and wa that would occur if IAs were ignored. We find that w0 and wa are both catastrophically biased, by an absolute value of just greater than unity under the Fisher matrix approximation. This contrasts with a bias several times larger for the earlier IA implementation. Therefore there is no doubt that IAs must be taken into account for future Stage III experiments and beyond. We use a flexible grid of IA and galaxy bias parameters as used in previous work, and investigate what would happen if the universe used the latest IA model, but we assumed the earlier version. We find that despite the large difference between the two IA models, the grid flexibility is sufficient to remove cosmological bias and recover the correct dark energy equation of state. In an appendix, we compare observed shear power spectra to those from a popular previous implementation and explain the differences."
1504.02416,Large scale structure and ISW effect in decaying vacuum cosmology,"The concordance particle creation model - a class of $\Lambda(t)$CDM cosmologies - is studied using large scale structure (LSS) formation, with particular attention to the integrated Sachs-Wolfe (ISW) effect. The evolution of the gravitational potential and the amplitude of the cross-correlation of the cosmic microwave background (CMB) signal with LSS surveys are calculated in detail. We properly include in our analysis the peculiarities involving the baryonic dynamics of the $\Lambda(t)$CDM model which were not included in previous works. Although both the $\Lambda(t)$CDM and the standard cosmology are in agreement with available data for the CMB-LSS correlation, the former presents a slightly higher signal which can be identified with future data.",astro-ph.CO astro-ph.GA,"Cosmology and Nongalactic Astrophysics, Astrophysics of Galaxies","Large scale structure and ISW effect in decaying vacuum cosmology 
 The concordance particle creation model - a class of $\Lambda(t)$CDM cosmologies - is studied using large scale structure (LSS) formation, with particular attention to the integrated Sachs-Wolfe (ISW) effect. The evolution of the gravitational potential and the amplitude of the cross-correlation of the cosmic microwave background (CMB) signal with LSS surveys are calculated in detail. We properly include in our analysis the peculiarities involving the baryonic dynamics of the $\Lambda(t)$CDM model which were not included in previous works. Although both the $\Lambda(t)$CDM and the standard cosmology are in agreement with available data for the CMB-LSS correlation, the former presents a slightly higher signal which can be identified with future data."
1504.05839,Inflationary models with non-minimally derivative coupling,"We derive the general formulae for the the scalar and tensor spectral tilts to the second order for the inflationary models with non-minimally derivative coupling without taking the high friction limit. The non-minimally kinetic coupling to Einstein tensor brings the energy scale in the inflationary models down to be sub-Planckian. In the high friction limit, the Lyth bound is modified with an extra suppression factor, so that the field excursion of the inflaton is sub-Planckian. The inflationary models with non-minimally derivative coupling are more consistent with observations in the high friction limit. In particular, with the help of the non-minimally derivative coupling, the quartic power law potential is consistent with the observational constraint at 95\% CL.",gr-qc astro-ph.CO hep-th,"General Relativity and Quantum Cosmology, Cosmology and Nongalactic Astrophysics, High Energy Physics - Theory","Inflationary models with non-minimally derivative coupling 
 We derive the general formulae for the the scalar and tensor spectral tilts to the second order for the inflationary models with non-minimally derivative coupling without taking the high friction limit. The non-minimally kinetic coupling to Einstein tensor brings the energy scale in the inflationary models down to be sub-Planckian. In the high friction limit, the Lyth bound is modified with an extra suppression factor, so that the field excursion of the inflaton is sub-Planckian. The inflationary models with non-minimally derivative coupling are more consistent with observations in the high friction limit. In particular, with the help of the non-minimally derivative coupling, the quartic power law potential is consistent with the observational constraint at 95\% CL."
2009.14567,A Bayesian ILC method for CMB B-mode posterior estimation and   reconstruction of primordial gravity wave signal,"The Cosmic Microwave Background (CMB) radiation B mode polarization signal contains the unique signature of primordial metric perturbations produced during the inflation. The separation of the weak CMB B-mode signal from strong foreground contamination in observed maps is a complex task, and proposed new generation low noise satellite missions compete with the weak signal level of this gravitational background. In this article, for the first time, we employ a foreground model-independent internal linear combination (ILC) method to reconstruct the CMB B mode signal using simulated observations over large angular scales of the sky of 6 frequency bands of future generation CMB mission Probe of Inflation and Cosmic Origins (PICO). We estimate the joint CMB B mode posterior density following the interleaving Gibbs steps of B mode angular power spectrum and cleaned map samples using the ILC method. We extend and improve the earlier reported Bayesian ILC method to analyze weak CMB B mode reconstruction by introducing noise bias corrections at two stages during the ILC weight estimation. By performing $200$ Monte Carlo simulations of the Bayesian ILC method, we find that our method can reconstruct the CMB signals and the joint posterior density accurately over large angular scales of the sky. We estimate Blackwell-Rao statistics of the marginal density of CMB B mode angular power spectrum and use them to estimate the joint density of scalar to tensor ratio $r$ and a lensing power spectrum amplitude $A^{\textrm{lens}}$. Using $200$ Monte Carlo simulations of the delensing approach, we find that our method can achieve an unbiased detection of the primordial gravitational wave signal $r$ with more than 8$\sigma$ significance for levels of $r \geqslant 0.01$.",astro-ph.CO,Cosmology and Nongalactic Astrophysics,"A Bayesian ILC method for CMB B-mode posterior estimation and   reconstruction of primordial gravity wave signal 
 The Cosmic Microwave Background (CMB) radiation B mode polarization signal contains the unique signature of primordial metric perturbations produced during the inflation. The separation of the weak CMB B-mode signal from strong foreground contamination in observed maps is a complex task, and proposed new generation low noise satellite missions compete with the weak signal level of this gravitational background. In this article, for the first time, we employ a foreground model-independent internal linear combination (ILC) method to reconstruct the CMB B mode signal using simulated observations over large angular scales of the sky of 6 frequency bands of future generation CMB mission Probe of Inflation and Cosmic Origins (PICO). We estimate the joint CMB B mode posterior density following the interleaving Gibbs steps of B mode angular power spectrum and cleaned map samples using the ILC method. We extend and improve the earlier reported Bayesian ILC method to analyze weak CMB B mode reconstruction by introducing noise bias corrections at two stages during the ILC weight estimation. By performing $200$ Monte Carlo simulations of the Bayesian ILC method, we find that our method can reconstruct the CMB signals and the joint posterior density accurately over large angular scales of the sky. We estimate Blackwell-Rao statistics of the marginal density of CMB B mode angular power spectrum and use them to estimate the joint density of scalar to tensor ratio $r$ and a lensing power spectrum amplitude $A^{\textrm{lens}}$. Using $200$ Monte Carlo simulations of the delensing approach, we find that our method can achieve an unbiased detection of the primordial gravitational wave signal $r$ with more than 8$\sigma$ significance for levels of $r \geqslant 0.01$."
1503.03379,Dark matter effective field theory scattering in direct detection   experiments,"We examine the consequences of the effective field theory (EFT) of dark matter-nucleon scattering for current and proposed direct detection experiments. Exclusion limits on EFT coupling constants computed using the optimum interval method are presented for SuperCDMS Soudan, CDMS II, and LUX, and the necessity of combining results from multiple experiments in order to determine dark matter parameters is discussed. We demonstrate that spectral differences between the standard dark matter model and a general EFT interaction can produce a bias when calculating exclusion limits and when developing signal models for likelihood and machine learning techniques. We also discuss the implications of the EFT for the next-generation (G2) direct detection experiments and point out regions of complementarity in the EFT parameter space.",astro-ph.CO hep-ex hep-ph,"Cosmology and Nongalactic Astrophysics, High Energy Physics - Experiment, High Energy Physics - Phenomenology","Dark matter effective field theory scattering in direct detection   experiments 
 We examine the consequences of the effective field theory (EFT) of dark matter-nucleon scattering for current and proposed direct detection experiments. Exclusion limits on EFT coupling constants computed using the optimum interval method are presented for SuperCDMS Soudan, CDMS II, and LUX, and the necessity of combining results from multiple experiments in order to determine dark matter parameters is discussed. We demonstrate that spectral differences between the standard dark matter model and a general EFT interaction can produce a bias when calculating exclusion limits and when developing signal models for likelihood and machine learning techniques. We also discuss the implications of the EFT for the next-generation (G2) direct detection experiments and point out regions of complementarity in the EFT parameter space."
